gene_id	transcript_id	swissprot_sseqid	swissprot_evalue	swissprot_bitscore	swissprot_title	uniref90_sseqid	uniref90_evalue	uniref90_bitscore	uniref90_title	pfam_ids	interpro_ids	GO_terms	signature_descriptions	interpro_descriptions
g32702	g32702.t1	sp|P10978|POLX_TOBAC	313	16	16	UniRef90_A0ABD1AZZ9	186	6	10	PF00098;PF13976;PF14223;PF22936	IPR001878;IPR025724;IPR036875;IPR054722	GO:0003676(InterPro);GO:0008270(InterPro)	GAG-pre-integrase domain;Pol polyprotein, beta-barrel domain;Retrovirus zinc finger-like domains;Zinc finger CCHC-type profile.;Zinc knuckle;c2hcfinal6;gag-polypeptide of LTR copia-type	GAG-pre-integrase domain;Retrovirus-related Pol polyprotein from transposon TNT 1-94-like, beta-barrel domain;Zinc finger, CCHC-type;Zinc finger, CCHC-type superfamily
g32703	g32703.t1	-	-	-	-	UniRef90_A0AAE1MZP2	52	0	1	PF07468	IPR008998;IPR036242	-	Agglutinin;Agglutinin domain;agglutinin	Agglutinin domain;Agglutinin domain superfamily
g32704	g32704.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g32705	g32705.t1	-	-	-	-	UniRef90_A0AAV1YJ36	206	10	1	PF02042	IPR003035	-	RWP-RK domain;RWP-RK domain profile.	RWP-RK domain
g32706	g32706.t1	-	-	-	-	UniRef90_A0AAE1MZP2	18	0	1	PF07468	IPR008998;IPR036242	-	Agglutinin;Agglutinin domain;agglutinin	Agglutinin domain;Agglutinin domain superfamily
g32707	g32707.t1	-	-	-	-	UniRef90_A0AAE1MZA1	0	1	1	-	-	-	-	-
g32708	g32708.t1	-	-	-	-	UniRef90_A0AAE1MKR6	39	0	1	-	-	-	-	-
g32709	g32709.t1	sp|Q94HW2|POLR1_ARATH	235	2	1	UniRef90_A0A151SK19	123	1	1	PF07727	IPR013103;IPR043502	-	DNA/RNA polymerases;Reverse transcriptase (RNA-dependent DNA polymerase)	DNA/RNA polymerase superfamily;Reverse transcriptase, RNA-dependent DNA polymerase
g32710	g32710.t1	-	-	-	-	UniRef90_A0AAE1MZ62	3	0	1	-	-	-	-	-
g32711	g32711.t1	sp|P0C2F6|RNHX1_ARATH	238	4	13	UniRef90_A0AAE1MS57	143	1	91	PF13456;PF13966	IPR002156;IPR012337;IPR026960	GO:0003676(InterPro);GO:0004523(InterPro)	Reverse transcriptase-like;Ribonuclease H-like;zinc-binding in reverse transcriptase	Reverse transcriptase zinc-binding domain;Ribonuclease H domain;Ribonuclease H-like superfamily
g32712	g32712.t1	sp|P51949|MAT1_MOUSE	39	1	11	UniRef90_A0AAE1MYZ2	0	0	1	PF06391	IPR015877	-	CDK-activating kinase assembly factor MAT1	MAT1, centre
g32713	g32713.t1	sp|Q8L6J3|RPO2B_TOBAC	252	11	1	UniRef90_A0AAE1MZA7	2	0	1	PF00940;PF14700	IPR002092;IPR029262;IPR043502;IPR046950	GO:0003677(InterPro);GO:0003899(InterPro);GO:0006351(InterPro)	Bacteriophage-type RNA polymerase family active site signature 1.;Bacteriophage-type RNA polymerase family active site signature 2.;DNA-dependent RNA polymerase;DNA-directed RNA polymerase N-terminal;DNA/RNA polymerases;RPOL_N_2	DNA-directed RNA polymerase, C-terminal domain, phage-type;DNA-directed RNA polymerase, N-terminal;DNA-directed RNA polymerase, phage-type;DNA/RNA polymerase superfamily
g32713	g32713.t2	sp|Q8L6J3|RPO2B_TOBAC	263	11	26	UniRef90_A0AAE1MZA7	2	0	1	PF00940;PF14700	IPR002092;IPR029262;IPR043502;IPR046950	GO:0003677(InterPro);GO:0003899(InterPro);GO:0006351(InterPro)	Bacteriophage-type RNA polymerase family active site signature 1.;Bacteriophage-type RNA polymerase family active site signature 2.;DNA-dependent RNA polymerase;DNA-directed RNA polymerase N-terminal;DNA/RNA polymerases;RPOL_N_2	DNA-directed RNA polymerase, C-terminal domain, phage-type;DNA-directed RNA polymerase, N-terminal;DNA-directed RNA polymerase, phage-type;DNA/RNA polymerase superfamily
g32714	g32714.t1	sp|P84786|RIP_DRIMA	136	7	1	UniRef90_A0AAE1TDR4	8	0	1	PF00161;PF20241	IPR001574;IPR036041;IPR046533	GO:0017148(InterPro);GO:0030598(InterPro)	Domain of unknown function (DUF6598);Ribosome inactivating protein;Ribosome inactivating proteins (RIP)	Domain of unknown function DUF6598;Ribosome-inactivating protein;Ribosome-inactivating protein superfamily
g32715	g32715.t1	sp|C0HLR9|LEC_PARPU	150	10	1	UniRef90_A0AAE1TCK9	1	0	1	PF01419	IPR001229;IPR036404	-	Jacalin-like lectin domain;Jacalin-type lectin domain profile.;Jacalin_2;Mannose-binding lectins	Jacalin-like lectin domain;Jacalin-like lectin domain superfamily
g32715	g32715.t2	sp|C0HLR9|LEC_PARPU	87	6	1	UniRef90_A0AAE1TCK9	6	0	1	PF01419	IPR001229;IPR036404	-	Jacalin-like lectin domain;Jacalin-type lectin domain profile.;Jacalin_2;Mannose-binding lectins	Jacalin-like lectin domain;Jacalin-like lectin domain superfamily
g32715	g32715.t3	sp|C0HLR9|LEC_PARPU	89	5	1	UniRef90_A0AAE1TCK9	23	1	1	PF01419	IPR001229;IPR036404	-	Jacalin-like lectin domain;Jacalin-type lectin domain profile.;Jacalin_2;Mannose-binding lectins	Jacalin-like lectin domain;Jacalin-like lectin domain superfamily
g32716	g32716.t1	sp|Q94HW2|POLR1_ARATH	199	4	1	UniRef90_A0AAE1MS74	61	1	1	PF07727	IPR013103;IPR043502	-	DNA/RNA polymerases;Reverse transcriptase (RNA-dependent DNA polymerase)	DNA/RNA polymerase superfamily;Reverse transcriptase, RNA-dependent DNA polymerase
g32717	g32717.t1	sp|Q94HW2|POLR1_ARATH	145	1	47	UniRef90_A0AAE1MS74	68	8	1	PF14223;PF14244	IPR029472	-	gag-polypeptide of LTR copia-type	Retrotransposon Copia-like, N-terminal
g32718	g32718.t1	sp|P49107|PSAN_ARATH	52	4	1	UniRef90_A0AAE1J6V1	13	1	1	PF05479	IPR008796	GO:0009522(InterPro);GO:0015979(InterPro)	Photosystem I reaction centre subunit N (PSAN or PSI-N)	Photosystem I reaction centre subunit N, chloroplastic
g32719	g32719.t1	-	-	-	-	UniRef90_A0AAE1JT11	10	0	1	PF13963	IPR029480	-	Transposase-associated domain	Transposase-associated domain
g32720	g32720.t1	sp|P84786|RIP_DRIMA	152	8	1	UniRef90_UPI0010A59972	91	4	1	PF00161	IPR001574;IPR036041	GO:0017148(InterPro);GO:0030598(InterPro)	Ribosome inactivating protein;Ribosome inactivating proteins (RIP)	Ribosome-inactivating protein;Ribosome-inactivating protein superfamily
g32721	g32721.t1	sp|Q94HW2|POLR1_ARATH	75	0	6	UniRef90_UPI0010A4B5C6	35	0	4	-	-	-	-	-
g32722	g32722.t1	sp|P84786|RIP_DRIMA	158	8	1	UniRef90_A0AAE1MZN5	69	0	1	PF00161;PF20241	IPR001574;IPR036041;IPR046533	GO:0017148(InterPro);GO:0030598(InterPro)	Domain of unknown function (DUF6598);Ribosome inactivating protein;Ribosome inactivating proteins (RIP)	Domain of unknown function DUF6598;Ribosome-inactivating protein;Ribosome-inactivating protein superfamily
g32723	g32723.t1	sp|P84786|RIP_DRIMA	116	6	1	UniRef90_UPI0010A59972	69	5	1	PF00161	IPR001574;IPR036041	GO:0017148(InterPro);GO:0030598(InterPro)	Ribosome inactivating protein;Ribosome inactivating proteins (RIP)	Ribosome-inactivating protein;Ribosome-inactivating protein superfamily
g32724	g32724.t1	sp|P84786|RIP_DRIMA	137	7	1	UniRef90_UPI0010A59972	83	4	1	PF00161	IPR001574;IPR036041	GO:0017148(InterPro);GO:0030598(InterPro)	Ribosome inactivating protein;Ribosome inactivating proteins (RIP)	Ribosome-inactivating protein;Ribosome-inactivating protein superfamily
g32725	g32725.t1	sp|P28522|RIPX_MAIZE	92	5	1	UniRef90_A0AAE1MZN5	0	0	1	PF00161	IPR001574;IPR036041	GO:0017148(InterPro);GO:0030598(InterPro)	Ribosome inactivating protein;Ribosome inactivating proteins (RIP)	Ribosome-inactivating protein;Ribosome-inactivating protein superfamily
g32726	g32726.t1	sp|P0C2F6|RNHX1_ARATH	196	8	5	UniRef90_A0AAE1MUA0	135	0	3	PF13456;PF13966	IPR002156;IPR012337;IPR026960	GO:0003676(InterPro);GO:0004523(InterPro)	Reverse transcriptase-like;Ribonuclease H-like;zinc-binding in reverse transcriptase	Reverse transcriptase zinc-binding domain;Ribonuclease H domain;Ribonuclease H-like superfamily
g32727	g32727.t1	sp|Q9LI61|AVT6A_ARATH	135	1	24	UniRef90_A0AAE1MZ92	0	0	1	PF01490	IPR013057	-	Transmembrane amino acid transporter protein	Amino acid transporter, transmembrane domain
g32728	g32728.t1	sp|P10978|POLX_TOBAC	213	8	31	UniRef90_A0A2N9HZZ3	97	1	1	PF13976;PF22936	IPR001584;IPR001878;IPR012337;IPR025724;IPR036875;IPR054722	GO:0003676(InterPro);GO:0008270(InterPro);GO:0015074(InterPro)	GAG-pre-integrase domain;Integrase catalytic domain profile.;Pol polyprotein, beta-barrel domain;Retrovirus zinc finger-like domains;Ribonuclease H-like;Zinc finger CCHC-type profile.	GAG-pre-integrase domain;Integrase, catalytic core;Retrovirus-related Pol polyprotein from transposon TNT 1-94-like, beta-barrel domain;Ribonuclease H-like superfamily;Zinc finger, CCHC-type;Zinc finger, CCHC-type superfamily
g32729	g32729.t1	sp|Q9LFS2|GEX3_ARATH	255	6	33	UniRef90_UPI0010A2ED05	100	8	1	PF13360	IPR002372;IPR011047;IPR018391	-	Outer membrane protein assembly factor BamB;Quinoprotein alcohol dehydrogenase-like;ire1_9	Pyrrolo-quinoline quinone beta-propeller repeat;Pyrrolo-quinoline quinone repeat domain;Quinoprotein alcohol dehydrogenase-like superfamily
g32730	g32730.t1	sp|P93159|ENG1_SOYBN	158	4	78	UniRef90_A0AAE1MYY4	36	0	62	PF03639;PF17652	IPR005200;IPR040451;IPR040720	GO:0052861(InterPro)	Glycosyl hydrolase family 81 C-terminal domain;Glycosyl hydrolase family 81 N-terminal domain;Glycosyl hydrolases family 81 (GH81) domain profile.	Endo-1,3(4)-beta-glucanase;Glycosyl hydrolase family 81, C-terminal domain;Glycosyl hydrolase family 81, N-terminal
g32731	g32731.t1	sp|P93159|ENG1_SOYBN	155	4	73	UniRef90_A0AAE1MYY4	1	0	1	PF03639;PF17652	IPR005200;IPR040451;IPR040720	GO:0052861(InterPro)	Glycosyl hydrolase family 81 C-terminal domain;Glycosyl hydrolase family 81 N-terminal domain;Glycosyl hydrolases family 81 (GH81) domain profile.	Endo-1,3(4)-beta-glucanase;Glycosyl hydrolase family 81, C-terminal domain;Glycosyl hydrolase family 81, N-terminal
g32732	g32732.t1	sp|Q9FFW5|PERK8_ARATH	136	6	309	UniRef90_A0AAE1MZ97	28	1	1	PF07714	IPR000719;IPR001245;IPR008271;IPR011009;IPR017441	GO:0004672(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	Protein kinase domain profile.;Protein kinase-like (PK-like);Protein kinases ATP-binding region signature.;Protein tyrosine and serine/threonine kinase;Serine/Threonine protein kinases active-site signature.;serkin_6	Protein kinase domain;Protein kinase, ATP binding site;Protein kinase-like domain superfamily;Serine-threonine/tyrosine-protein kinase, catalytic domain;Serine/threonine-protein kinase, active site
g32733	g32733.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g32734	g32734.t1	-	-	-	-	UniRef90_A0AAE1JWJ7	10	0	1	-	-	-	-	-
g32735	g32735.t1	sp|Q9LFT0|TBL19_ARATH	157	6	6	UniRef90_A0AAE1TDN9	0	0	1	PF13839;PF14416	IPR025846;IPR026057	GO:0016740(InterPro)	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p;PMR5 N terminal Domain	Trichome birefringence-like, C-terminal domain;Trichome birefringence-like, N-terminal domain
g32736	g32736.t1	-	-	-	-	UniRef90_A0AAE1TDQ9	0	0	1	-	-	-	-	-
g32737	g32737.t1	sp|O04251|Y4211_ARATH	59	2	20	UniRef90_A0AAE1TCK3	2	1	1	PF12738;PF13639	IPR001357;IPR001841;IPR011011;IPR017907;IPR036420	-	BRCT domain;BRCT domain profile.;BRCT_7;FYVE/PHD zinc finger;RING/U-box;Ring finger domain;Zinc finger RING-type profile.;Zinc finger RING-type signature.;ring_2;twin BRCT domain	BRCT domain;BRCT domain superfamily;Zinc finger, FYVE/PHD-type;Zinc finger, RING-type;Zinc finger, RING-type, conserved site
g32737	g32737.t2	sp|O04251|Y4211_ARATH	59	2	20	UniRef90_A0AAE1TCK3	2	1	1	PF12738;PF13639	IPR001357;IPR001841;IPR011011;IPR017907;IPR036420	-	BRCT domain;BRCT domain profile.;BRCT_7;FYVE/PHD zinc finger;RING/U-box;Ring finger domain;Zinc finger RING-type profile.;Zinc finger RING-type signature.;ring_2;twin BRCT domain	BRCT domain;BRCT domain superfamily;Zinc finger, FYVE/PHD-type;Zinc finger, RING-type;Zinc finger, RING-type, conserved site
g32738	g32738.t1	sp|Q9SY69|PPR29_ARATH	192	4	39	UniRef90_A0AAE1MZM8	23	1	1	PF01535;PF12854;PF13041	IPR002885;IPR011990	GO:0005515(InterPro)	PPR repeat;PPR repeat family;Pentatricopeptide (PPR) repeat profile.;TPR-like	Pentatricopeptide repeat;Tetratricopeptide-like helical domain superfamily
g32738	g32738.t2	sp|Q9SY69|PPR29_ARATH	192	4	39	UniRef90_A0AAE1MZM8	4	0	1	PF01535;PF12854;PF13041	IPR002885;IPR011990	GO:0005515(InterPro)	PPR repeat;PPR repeat family;Pentatricopeptide (PPR) repeat profile.;TPR-like	Pentatricopeptide repeat;Tetratricopeptide-like helical domain superfamily
g32739	g32739.t1	sp|Q8LGU6|CD27B_ARATH	260	4	1	UniRef90_A0AAE1MZ82	0	0	1	PF00515;PF12895;PF13181;PF13432;PF14559	IPR011990;IPR019734	GO:0005515(InterPro)	Anaphase-promoting complex, cyclosome, subunit 3;TPR repeat profile.;TPR-like;Tetratricopeptide repeat;tpr_5	Tetratricopeptide repeat;Tetratricopeptide-like helical domain superfamily
g32740	g32740.t1	-	-	-	-	UniRef90_A0AAE1MZG9	2	0	1	PF25091	IPR056708	-	Domain of unknown function (DUF7806)	Domain of unknown function DUF7806
g32741	g32741.t1	-	-	-	-	UniRef90_A0AAE1JT11	29	1	1	PF13963	IPR029480	-	Transposase-associated domain	Transposase-associated domain
g32742	g32742.t1	sp|V9M2S5|RPV1_VITRO	58	1	11	UniRef90_A0AAE1KKB6	16	0	1	PF01582	IPR000157;IPR035897	GO:0007165(InterPro)	TIR domain;TIR domain profile.;Toll/Interleukin receptor TIR domain;till_3	Toll/interleukin-1 receptor homology (TIR) domain;Toll/interleukin-1 receptor homology (TIR) domain superfamily
g32743	g32743.t1	-	-	-	-	UniRef90_A0AAE1MZF3	5	0	1	PF06880	IPR010683	-	Protein of unknown function (DUF1262)	Protein of unknown function DUF1262
g32744	g32744.t1	sp|Q4FZQ0|YF1BB_XENLA	100	7	41	UniRef90_A0AAE1MZ88	0	0	1	PF03878	IPR005578	GO:0005789(InterPro);GO:0006888(InterPro)	YIF1	Yif1 family
g32745	g32745.t1	sp|Q6NKX1|PROD2_ARATH	180	3	71	UniRef90_A0AAE1TCY8	2	0	1	PF01619	IPR002872;IPR029041	-	FAD-linked oxidoreductase;Proline dehydrogenase	FAD-linked oxidoreductase-like;Proline dehydrogenase domain
g32746	g32746.t1	sp|P10978|POLX_TOBAC	119	2	1	UniRef90_A0AAE1NBB2	48	0	1	PF07727	IPR013103	-	Reverse transcriptase (RNA-dependent DNA polymerase)	Reverse transcriptase, RNA-dependent DNA polymerase
g32747	g32747.t1	sp|Q680P8|RS29_ARATH	4	0	1	UniRef90_A0ABY9CJ66	0	0	1	PF00253	IPR001209	GO:0003735(InterPro);GO:0005840(InterPro);GO:0006412(InterPro)	Glucocorticoid receptor-like (DNA-binding domain);Ribosomal protein S14p/S29e	Small ribosomal subunit protein uS14
g32748	g32748.t1	sp|Q9M895|FTSI3_ARATH	220	8	1	UniRef90_A0AAE1TCJ7	14	0	1	PF00004;PF17862	IPR003593;IPR003959;IPR003960;IPR027417;IPR041569	GO:0005524(InterPro);GO:0016887(InterPro)	AAA+ lid domain;AAA-protein family signature.;AAA_5;ATPase family associated with various cellular activities (AAA);P-loop containing nucleoside triphosphate hydrolases	AAA ATPase, AAA+ lid domain;AAA+ ATPase domain;ATPase, AAA-type, conserved site;ATPase, AAA-type, core;P-loop containing nucleoside triphosphate hydrolase
g32749	g32749.t1	-	-	-	-	UniRef90_A0AAE1MZM4	1	0	1	PF08132	IPR012511	-	S-adenosyl-l-methionine decarboxylase leader peptide	S-adenosyl-l-methionine decarboxylase leader peptide
g32750	g32750.t1	sp|Q96471|DCAM_IPONI	107	3	1	UniRef90_A0AAE1TBZ3	13	0	1	PF01536	IPR016067;IPR018166;IPR048283	GO:0004014(InterPro);GO:0008295(InterPro)	Adenosylmethionine decarboxylase;S-adenosylmethionine decarboxylase;S-adenosylmethionine decarboxylase signature.	S-adenosylmethionine decarboxylase, conserved site;S-adenosylmethionine decarboxylase, core;S-adenosylmethionine decarboxylase-like
g32750	g32750.t2	sp|Q96471|DCAM_IPONI	106	3	1	UniRef90_A0AAE1TBZ3	10	0	1	PF01536	IPR016067;IPR018166;IPR048283	GO:0004014(InterPro);GO:0008295(InterPro)	Adenosylmethionine decarboxylase;S-adenosylmethionine decarboxylase;S-adenosylmethionine decarboxylase signature.	S-adenosylmethionine decarboxylase, conserved site;S-adenosylmethionine decarboxylase, core;S-adenosylmethionine decarboxylase-like
g32751	g32751.t1	-	-	-	-	UniRef90_A0AAE1JT11	13	0	1	PF13963	IPR029480	-	Transposase-associated domain	Transposase-associated domain
g32752	g32752.t1	sp|Q9SND9|Y3028_ARATH	252	12	10	UniRef90_A0AAE1MZL8	0	0	1	PF02458	-	-	Transferase family	-
g32753	g32753.t1	-	-	-	-	UniRef90_A0AAV1YJ36	200	10	1	PF02042	IPR003035	-	RWP-RK domain;RWP-RK domain profile.	RWP-RK domain
g32754	g32754.t1	sp|Q9M891|PP208_ARATH	322	9	1	UniRef90_A0AAE1MYZ4	13	0	1	PF01535	IPR002885	-	PPR repeat;Pentatricopeptide (PPR) repeat profile.	Pentatricopeptide repeat
g32755	g32755.t1	sp|Q9LFS4|CIK5_ARATH	126	6	7	UniRef90_A0AAE1MZE2	0	0	1	PF00069;PF08263;PF23598	IPR000719;IPR003591;IPR008271;IPR011009;IPR013210;IPR017441;IPR055414	GO:0004672(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	L domain-like;LRR_typ_2;Leucine rich repeat N-terminal domain;Leucine-rich repeat region;Prokaryotic membrane lipoprotein lipid attachment site profile.;Protein kinase domain;Protein kinase domain profile.;Protein kinase-like (PK-like);Protein kinases ATP-binding region signature.;Serine/Threonine protein kinases active-site signature.;serkin_6	Disease resistance R13L4/SHOC-2-like, LRR domain;Leucine-rich repeat, typical subtype;Leucine-rich repeat-containing N-terminal, plant-type;Protein kinase domain;Protein kinase, ATP binding site;Protein kinase-like domain superfamily;Serine/threonine-protein kinase, active site
g32756	g32756.t1	sp|Q3E965|GDU5_ARATH	40	1	26	UniRef90_A0AAE1MZ35	0	0	1	-	-	-	Prokaryotic membrane lipoprotein lipid attachment site profile.	-
g32757	g32757.t1	sp|Q3E965|GDU5_ARATH	45	2	10	UniRef90_A0AAE1MYW6	11	0	1	-	-	-	-	-
g32758	g32758.t1	-	-	-	-	UniRef90_UPI0010A325E4	3	1	1	-	-	-	-	-
g32759	g32759.t1	sp|Q9FWA3|6PGD2_ARATH	48	0	8	UniRef90_I1N4U1	33	1	1	PF00393;PF03446	IPR006114;IPR006115;IPR008927;IPR036291	GO:0004616(InterPro);GO:0006098(InterPro);GO:0050661(InterPro)	6-phosphogluconate dehydrogenase C-terminal domain-like;6-phosphogluconate dehydrogenase, C-terminal domain;6PGD_2;NAD binding domain of 6-phosphogluconate dehydrogenase;NAD(P)-binding Rossmann-fold domains	6-phosphogluconate dehydrogenase, C-terminal;6-phosphogluconate dehydrogenase, NADP-binding;6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily;NAD(P)-binding domain superfamily
g32760	g32760.t1	sp|P0DI19|PHF5A_ARATH	1	0	1	UniRef90_A0A921UU87	0	0	1	PF03660	IPR005345	GO:0000398(InterPro)	PHF5-like protein	PHF5-like
g32761	g32761.t1	-	-	-	-	UniRef90_A0AAV1YJ36	183	9	31	PF02042	IPR003035	-	RWP-RK domain;RWP-RK domain profile.	RWP-RK domain
g32762	g32762.t1	sp|Q8VYB1|MED31_ARATH	51	4	1	UniRef90_A0A8B8M8E5	30	2	1	PF05669	IPR008831	GO:0003712(InterPro);GO:0006355(InterPro);GO:0016592(InterPro)	SOH1	Mediator complex, subunit Med31
g32763	g32763.t1	sp|Q9FMC2|BZP43_ARATH	27	0	87	UniRef90_A0AAE1TCJ1	16	1	1	PF00170	IPR004827;IPR046347	GO:0003700(InterPro);GO:0006355(InterPro)	Basic-leucine zipper (bZIP) domain profile.;Basic-leucine zipper (bZIP) domain signature.;Leucine zipper domain;bZIP transcription factor;brlzneu	Basic-leucine zipper domain;Basic-leucine zipper domain superfamily
g32764	g32764.t1	-	-	-	-	UniRef90_A0AAV1YJ36	181	9	31	PF02042	IPR003035	-	RWP-RK domain;RWP-RK domain profile.	RWP-RK domain
g32765	g32765.t1	sp|Q5Q995|KTAP2_IXOSC	62	1	5	UniRef90_A0AAE1TBY8	1	0	1	PF09775	IPR018614	-	Keratinocyte-associated protein 2	Keratinocyte-associated protein 2
g32766	g32766.t1	sp|O80624|MAKR4_ARATH	157	12	10	UniRef90_UPI0010A31389	76	16	1	-	-	-	-	-
g32767	g32767.t1	-	-	-	-	UniRef90_A0AAE1MYT2	4	0	44	-	-	-	-	-
g32768	g32768.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g32769	g32769.t1	-	-	-	-	UniRef90_A0AAE1MYT2	1	0	1	-	-	-	-	-
g32769	g32769.t2	-	-	-	-	UniRef90_A0AAE1MYT2	1	1	1	-	-	-	-	-
g32770	g32770.t1	sp|Q9LX66|HERK_ARATH	367	19	8	UniRef90_A0AAE1MZK9	3	1	1	PF07714;PF12819	IPR000719;IPR001245;IPR008271;IPR011009;IPR017441;IPR024788	GO:0004672(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	Malectin-like domain;Protein kinase domain profile.;Protein kinase-like (PK-like);Protein kinases ATP-binding region signature.;Protein tyrosine and serine/threonine kinase;Serine/Threonine protein kinases active-site signature.;serkin_6	Malectin-like domain;Protein kinase domain;Protein kinase, ATP binding site;Protein kinase-like domain superfamily;Serine-threonine/tyrosine-protein kinase, catalytic domain;Serine/threonine-protein kinase, active site
g32771	g32771.t1	sp|Q9FQ25|TON1A_ARATH	68	4	1	UniRef90_A0AAE1MZ65	0	0	1	PF16045	IPR006594	GO:0005515(InterPro)	LIS1 homology (LisH) motif profile.;LisH	LIS1 homology motif
g32772	g32772.t1	sp|Q9FNB5|AB6G_ARATH	190	5	34	UniRef90_A0AAE1MZF0	3	1	1	PF00005;PF01061	IPR003439;IPR003593;IPR013525;IPR017871;IPR027417	GO:0005524(InterPro);GO:0016020(InterPro);GO:0016887(InterPro);GO:0140359(InterPro)	AAA_5;ABC transporter;ABC transporters family signature.;ABC-2 type transporter;ATP-binding cassette, ABC transporter-type domain profile.;P-loop containing nucleoside triphosphate hydrolases	AAA+ ATPase domain;ABC transporter-like, ATP-binding domain;ABC transporter-like, conserved site;ABC-2 type transporter, transmembrane domain;P-loop containing nucleoside triphosphate hydrolase
g32772	g32772.t2	sp|Q9FNB5|AB6G_ARATH	190	6	34	UniRef90_A0AAE1MZF0	3	0	1	PF00005;PF01061	IPR003439;IPR003593;IPR013525;IPR017871;IPR027417	GO:0005524(InterPro);GO:0016020(InterPro);GO:0016887(InterPro);GO:0140359(InterPro)	AAA_5;ABC transporter;ABC transporters family signature.;ABC-2 type transporter;ATP-binding cassette, ABC transporter-type domain profile.;P-loop containing nucleoside triphosphate hydrolases	AAA+ ATPase domain;ABC transporter-like, ATP-binding domain;ABC transporter-like, conserved site;ABC-2 type transporter, transmembrane domain;P-loop containing nucleoside triphosphate hydrolase
